Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.05.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.05.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.05.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.05.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.05.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,10,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,25,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.06.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.07.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.07.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.07.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.07.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.08.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.09.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,54,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.10.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.11.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.11.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,17,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AN.12.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,36,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,11,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.01K,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,11,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,38,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.01.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.01K,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,42,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,13,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,13,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,66,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.02.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,40,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,13,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,11,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.03.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.01K,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,22,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.04.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,27,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,16,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,119,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.05.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.01K,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,40,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,15,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.06.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,26,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.07.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,11,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,11,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.08.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.09.03E,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,10,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,16,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.10.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,12,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.01K,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.02C,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.02E,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.02K,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.03D,RECEIVED,ENG Hold,HOLD,ARB Hold,7,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.11.03K,RECEIVED,ENG Hold,HOLD,ARB Hold,4,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,9,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,41,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.01E,RECEIVED,ENG Hold,HOLD,ARB Hold,18,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.02A,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.02B,RECEIVED,ENG Hold,HOLD,ARB Hold,8,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.02D,RECEIVED,ENG Hold,HOLD,ARB Hold,1,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.03A,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.03B,RECEIVED,ENG Hold,HOLD,ARB Hold,2,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AP.12.03C,RECEIVED,ENG Hold,HOLD,ARB Hold,10,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AQ.01.01A,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AQ.01.01B,RECEIVED,ENG Hold,HOLD,ARB Hold,3,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AQ.01.01C,RECEIVED,ENG Hold,HOLD,ARB Hold,6,10053
ENGHOLD,DELL - MEMPHIS,ENGHOLD.ARB.AQ.01.01D,RECEIVED,ENG Hold,HOLD,ARB Hold,5,10053
