Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L27.02B,HOLD,Reimage,Reimage,ARB WIP,33,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L27.03A,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L27.03B,HOLD,Reimage,Reimage,ARB WIP,41,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.01A,HOLD,Reimage,Reimage,ARB WIP,24,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.01B,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.02A,HOLD,Reimage,Reimage,ARB WIP,28,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.02B,HOLD,Reimage,Reimage,ARB WIP,31,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.03A,HOLD,Reimage,Reimage,ARB WIP,36,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L28.03B,HOLD,Reimage,Reimage,ARB WIP,40,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.01A,HOLD,Reimage,Reimage,ARB WIP,32,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.01B,HOLD,Reimage,Reimage,ARB WIP,35,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.02A,HOLD,Reimage,Reimage,ARB WIP,37,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.02B,HOLD,Reimage,Reimage,ARB WIP,36,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.03A,HOLD,Reimage,Reimage,ARB WIP,39,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L29.03B,HOLD,Reimage,Reimage,ARB WIP,34,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.01A,HOLD,Reimage,Reimage,ARB WIP,25,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.01B,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.02A,HOLD,Reimage,Reimage,ARB WIP,22,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.02B,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.03A,HOLD,Reimage,Reimage,ARB WIP,28,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L30.03B,HOLD,Reimage,Reimage,ARB WIP,42,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.01A,HOLD,Reimage,Reimage,ARB WIP,29,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.01B,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.02A,HOLD,Reimage,Reimage,ARB WIP,26,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.02B,HOLD,Reimage,Reimage,ARB WIP,29,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.03A,HOLD,Reimage,Reimage,ARB WIP,26,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.03B,HOLD,Reimage,Reimage,ARB WIP,27,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L31.3A,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.01A,HOLD,Reimage,Reimage,ARB WIP,46,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.01B,HOLD,Reimage,Reimage,ARB WIP,32,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.02A,HOLD,Reimage,Reimage,ARB WIP,36,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.02B,HOLD,Reimage,Reimage,ARB WIP,42,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.03A,HOLD,Reimage,Reimage,ARB WIP,37,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L32.03B,HOLD,Reimage,Reimage,ARB WIP,35,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.01A,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.01B,HOLD,Reimage,Reimage,ARB WIP,11,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.02A,HOLD,Reimage,Reimage,ARB WIP,12,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.02B,HOLD,Reimage,Reimage,ARB WIP,13,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.03A,HOLD,Reimage,Reimage,ARB WIP,12,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L33.03B,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.01A,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.01B,HOLD,Reimage,Reimage,ARB WIP,41,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.02A,HOLD,Reimage,Reimage,ARB WIP,43,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.02B,HOLD,Reimage,Reimage,ARB WIP,45,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.03A,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L36.03B,HOLD,Reimage,Reimage,ARB WIP,43,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.01A,HOLD,Reimage,Reimage,ARB WIP,46,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.01B,HOLD,Reimage,Reimage,ARB WIP,34,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.02A,HOLD,Reimage,Reimage,ARB WIP,51,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.02B,HOLD,Reimage,Reimage,ARB WIP,36,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.03A,HOLD,Reimage,Reimage,ARB WIP,41,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L37.03B,HOLD,Reimage,Reimage,ARB WIP,30,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.01A,HOLD,Reimage,Reimage,ARB WIP,29,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.01B,HOLD,Reimage,Reimage,ARB WIP,27,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.02A,HOLD,Reimage,Reimage,ARB WIP,21,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.02B,HOLD,Reimage,Reimage,ARB WIP,22,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.03A,HOLD,Reimage,Reimage,ARB WIP,19,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L38.03B,HOLD,Reimage,Reimage,ARB WIP,26,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.01A,HOLD,Reimage,Reimage,ARB WIP,44,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.01B,HOLD,Reimage,Reimage,ARB WIP,31,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.02A,HOLD,Reimage,Reimage,ARB WIP,35,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.02B,HOLD,Reimage,Reimage,ARB WIP,37,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.03A,HOLD,Reimage,Reimage,ARB WIP,47,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L39.03B,HOLD,Reimage,Reimage,ARB WIP,38,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.01A,HOLD,Reimage,Reimage,ARB WIP,68,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.01B,HOLD,Reimage,Reimage,ARB WIP,63,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.02A,HOLD,Reimage,Reimage,ARB WIP,56,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.02B,HOLD,Reimage,Reimage,ARB WIP,38,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.03A,HOLD,Reimage,Reimage,ARB WIP,50,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L40.03B,HOLD,Reimage,Reimage,ARB WIP,49,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.01A,HOLD,Reimage,Reimage,ARB WIP,9,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.01B,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.02A,HOLD,Reimage,Reimage,ARB WIP,10,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.02B,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.03A,HOLD,Reimage,Reimage,ARB WIP,11,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.ERV.L41.03B,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,Reimage.ARB.H0.0.0,HOLD,Reimage,Reimage,ARB WIP,788,10053
REIMAGE,DELL - MEMPHIS,Reimage.ARB.OP.PRJ.KPD,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.01.A,HOLD,Reimage,Reimage,ARB WIP,197,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.04.A,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.05.A,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.06.A,HOLD,Reimage,Reimage,ARB WIP,36,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.07.A,HOLD,Reimage,Reimage,ARB WIP,189,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RDT.09.A,HOLD,Reimage,Reimage,ARB WIP,11,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.01.A,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.02.A,HOLD,Reimage,Reimage,ARB WIP,46,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.03.A,HOLD,Reimage,Reimage,ARB WIP,139,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.04.A,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.06.A,HOLD,Reimage,Reimage,ARB WIP,101,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.07.A,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.08.A,HOLD,Reimage,Reimage,ARB WIP,48,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.09.A,HOLD,Reimage,Reimage,ARB WIP,83,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RLT.10.A,HOLD,Reimage,Reimage,ARB WIP,270,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RTS.ILF.01,HOLD,Reimage,Reimage,ARB WIP,128,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RTS.ILF.03,HOLD,Reimage,Reimage,ARB WIP,41,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RTS.ILF.04,HOLD,Reimage,Reimage,ARB WIP,46,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.RTS.ILF.05,HOLD,Reimage,Reimage,ARB WIP,31,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.SRV.STG.01,HOLD,Reimage,Reimage,ARB WIP,25,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.01A,HOLD,Reimage,Reimage,ARB WIP,16,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.01B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.01C,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.01D,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.02B,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.02C,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.02D,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.03B,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.03C,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.03D,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.04B,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.04C,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.01.04D,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.01A,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.01B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.01C,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.01D,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.02A,HOLD,Reimage,Reimage,ARB WIP,9,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.02B,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.02C,HOLD,Reimage,Reimage,ARB WIP,16,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.02D,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.03B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.03C,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.03D,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.04B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.04C,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.02.04D,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.01A,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.01B,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.01C,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.01D,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.02A,HOLD,Reimage,Reimage,ARB WIP,9,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.02B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.02C,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.02D,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.03B,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.03C,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.03D,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.04B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.03.04D,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.01A,HOLD,Reimage,Reimage,ARB WIP,11,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.01B,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.01D,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.02A,HOLD,Reimage,Reimage,ARB WIP,12,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.02B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.02D,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.03B,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.03D,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.04B,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1A.04.04D,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.01B,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.01C,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.02C,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.03B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.03C,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.04B,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.04C,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.01.04D,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.01B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.01C,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.02B,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.02C,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.03B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.03C,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.04B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.02.04C,HOLD,Reimage,Reimage,ARB WIP,5,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.01B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.01C,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.02B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.02C,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.02D,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.03B,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.03C,HOLD,Reimage,Reimage,ARB WIP,1,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.03D,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.04B,HOLD,Reimage,Reimage,ARB WIP,4,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.03.04C,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.01B,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.01C,HOLD,Reimage,Reimage,ARB WIP,7,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.02B,HOLD,Reimage,Reimage,ARB WIP,6,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.02C,HOLD,Reimage,Reimage,ARB WIP,8,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.03B,HOLD,Reimage,Reimage,ARB WIP,9,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.03C,HOLD,Reimage,Reimage,ARB WIP,3,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.04B,HOLD,Reimage,Reimage,ARB WIP,2,10053
REIMAGE,DELL - MEMPHIS,REIMAGE.ARB.W1B.04.04C,HOLD,Reimage,Reimage,ARB WIP,6,10053
WIP,DELL - MEMPHIS,WIP.10053.0.0.0,WIP,Reimage,Reimage,ARB WIP,1243,10053
WIP,DELL - MEMPHIS,WIP.10053.0.0.0,WIP,Repair In Progress,Repair,ARB WIP,2129,10053
RESEARCH,DELL - MEMPHIS,RESEARCH.ARB.0.0.0,RECEIVED,Research,Research,ARB Hold,12,10053
L2STAGING,DELL - MEMPHIS,L2STAGING.ARB.0.0.0,RECEIVED,Saftey Capture,WIP,ARB WIP,7,10053
SAFETYCAPTURE,DELL - MEMPHIS,SAFETYCAPTURE.ARB.0.0.0,RECEIVED,Saftey Capture,WIP,ARB WIP,7,10053
SCRAP,DELL - MEMPHIS,SCRAP.10053.0.0.0,SCRAP,Scrap,Scrap,ARB Complete,90,10053
SCRAP,DELL - MEMPHIS,Scrap.ARB.0.0.0,SCRAP,Scrap,Scrap,ARB Complete,24,10053
SCRAP,DELL - MEMPHIS,Scrap.ARB.0.0.0,RECEIVED,Scrap,Scrap,ARB Complete,7,10053
SCRAP,DELL - MEMPHIS,SCRAP.ARB.R.T.S,SCRAP,Scrap,Scrap,ARB Complete,286,10053
SCRAP,DELL - MEMPHIS,SCRAP.ARB.R.T.S,RECEIVED,Scrap,Scrap,ARB Complete,27,10053
WIP,DELL - MEMPHIS,WIP.10053.0.0.0,WIP,Scrap,Scrap,ARB WIP,21,10053
RECEIVED,DELL - MEMPHIS,RECEIVED.SNP.0.0.0,RECEIVED,SnP Recv,SNP Recv,SnP WIP,4,10053
DISCREPANCY,DELL - MEMPHIS,DISCREPANCY.SNP.UR.0.0,RECEIVED,SnP UR,SnP UR,SNP Hold,63,10053
STAGING,DELL - MEMPHIS,Staging.ARB.0.0.0,RECEIVED,Staging,WIP,ARB WIP,514,10053
STAGING,DELL - MEMPHIS,STAGING.ARB.AN.02.03K,RECEIVED,Staging,WIP,ARB WIP,17,10053
STAGING,DELL - MEMPHIS,STAGING.ARB.AP.07.02K,RECEIVED,Staging,WIP,ARB WIP,61,10053
STAGING,DELL - MEMPHIS,STAGING.ARB.AP.07.03K,RECEIVED,Staging,WIP,ARB WIP,51,10053
TAGTORNDOWN,DELL - MEMPHIS,TagTorndown.ARB.0.0.0,RECEIVED,TagTorn Down,TagTornDown,ARB Complete,2011,10053
TAGTORNDOWN,DELL - MEMPHIS,TAGTORNDOWN.ARB.H0.0.0,RECEIVED,TagTorn Down,TagTornDown,ARB Complete,5,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.0.0.0,RECEIVED,Teardown,TEARDOWN,ARB WIP,821,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.01.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,37,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.01.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,54,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.01.02K,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.01.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,16,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.03.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.03.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,29,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.07.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,56,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AF.07.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
